Season,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR
1976,CHW,1753,6171,73,586,538,120,7.60%,12.00%,0.094,0.28,0.255,0.314,0.349,0.307,,93,2.8,-44.6,-68.9,8.7
1949,CIN,1904,5994,86,627,588,31,7.20%,9.30%,0.108,0.277,0.26,0.316,0.368,0.322,,82,5.1,-131,23.2,8.6
1970,KCR,2026,6128,97,611,572,97,8.40%,15.60%,0.104,0.278,0.244,0.309,0.348,0.298,,81,0.2,-136.6,32.5,8.6
1903,PHI,1322,5313,12,618,500,120,6.40%,,0.072,,0.268,0.322,0.341,0.317,,90,-11.9,-83.3,-29.3,8.6
1958,LAD,2018,5804,172,668,627,73,8.50%,14.60%,0.151,0.268,0.251,0.317,0.402,0.32,,86,-0.6,-103.9,2.8,8.6
1928,BSN,1772,5893,52,631,577,60,7.60%,6.40%,0.092,0.289,0.275,0.335,0.367,0.329,,88,9,-83.9,-13.9,8.6
2009,CHW,2241,6132,184,724,695,113,8.70%,16.70%,0.153,0.285,0.258,0.329,0.411,0.326,,91,-13,-84,-45.1,8.6
1981,NYM,1511,3886,57,348,325,103,7.80%,15.50%,0.108,0.283,0.248,0.308,0.356,0.303,,90,5.2,-38.7,-10.5,8.6
1933,PHI,1771,5796,60,607,570,55,6.60%,8.30%,0.095,0.292,0.274,0.326,0.369,0.325,,85,9.9,-90.3,1.3,8.5
1902,BAL,1317,5348,33,715,598,189,7.80%,,0.108,,0.277,0.342,0.385,0.349,,97,3,-17.3,-97.6,8.5
1998,OAK,1908,6283,149,804,755,131,10.10%,17.90%,0.14,0.296,0.257,0.338,0.397,0.327,,94,5.7,-45.6,-83,8.5
2008,WSN,2397,6192,117,641,608,81,8.60%,17.70%,0.122,0.292,0.251,0.323,0.373,0.31,,84,-16.8,-145.4,32.7,8.5
1977,NYM,2141,6071,88,587,525,98,8.70%,14.60%,0.102,0.275,0.244,0.313,0.346,0.296,,82,-8.9,-143.4,30.3,8.5
1904,DET,1524,5853,11,505,431,112,5.90%,,0.061,,0.231,0.282,0.292,0.279,,83,-11.8,-116.6,8.5,8.5
1984,CIN,2249,6201,106,627,578,160,9.10%,15.80%,0.112,0.277,0.244,0.313,0.356,0.301,,84,6.8,-106.7,-18.6,8.4
1930,CIN,1819,5880,74,665,625,48,7.60%,8.30%,0.118,0.299,0.281,0.339,0.4,0.335,,82,9.1,-152.5,35.7,8.4
2020,OAK,865,2201,71,274,264,26,10.80%,23.80%,0.171,0.271,0.225,0.322,0.396,0.314,,103,6.4,14.5,-9.7,8.4
1952,DET,1895,5914,103,557,529,27,9.40%,10.20%,0.109,0.258,0.243,0.318,0.352,0.316,,85,-3.8,-108,-0.1,8.4
1920,DET,1733,5933,30,652,561,76,8.20%,6.60%,0.089,0.287,0.27,0.334,0.358,0.33,,85,5.6,-110.8,-8,8.3
2000,MON,2328,6153,178,738,705,58,7.70%,17.00%,0.165,0.299,0.266,0.326,0.432,0.327,,87,-9.8,-116.7,1.2,8.3
1962,CHC,2105,6173,126,632,600,78,8.20%,16.90%,0.124,0.289,0.253,0.317,0.377,0.31,,82,-4,-142,12.8,8.3
1936,BOS,1704,6098,86,775,718,55,9.60%,7.60%,0.124,0.29,0.276,0.349,0.4,0.348,,82,-12.1,-179.5,36.9,8.3
2012,CLE,2339,6195,136,667,635,110,9.00%,17.50%,0.131,0.288,0.251,0.324,0.381,0.31,,97,-13.6,-37.7,-93.2,8.2
1984,TEX,1738,6100,120,656,618,81,6.90%,13.20%,0.116,0.284,0.261,0.313,0.377,0.309,,91,-3.9,-71.5,-43.6,8.2
1991,CAL,1626,6050,115,653,607,94,7.40%,15.30%,0.118,0.287,0.255,0.314,0.374,0.311,,91,-3.5,-71,-44,8.2
1975,CHC,2108,6323,95,712,645,67,10.30%,12.70%,0.109,0.285,0.259,0.338,0.368,0.323,,89,-6.4,-85.6,-44.4,8.2
1985,PIT,2103,6099,80,568,535,110,8.40%,13.80%,0.101,0.276,0.247,0.311,0.347,0.294,,83,-3.7,-125.3,5,8.2
1964,NYM,2126,6045,103,569,527,36,5.80%,15.40%,0.102,0.278,0.246,0.296,0.348,0.288,,82,-2.8,-124.1,-9.2,8.2
1998,ANA,1884,6280,147,787,739,93,8.10%,16.40%,0.144,0.308,0.272,0.335,0.415,0.33,,94,-1.1,-46.2,-85.9,8.2
1950,WAS,1777,6029,76,690,659,42,11.10%,10.00%,0.1,0.282,0.26,0.347,0.36,0.333,,83,-4.5,-141.7,9.9,8.2
1981,SEA,1314,4201,89,426,406,100,7.80%,13.20%,0.117,0.272,0.251,0.314,0.368,0.313,,94,1.6,-25.1,-27.8,8.2
1912,SLB,1671,5708,19,556,468,176,7.90%,,0.072,,0.248,0.315,0.32,0.31,,84,-4.9,-119.5,9.3,8.2
1926,SLB,1730,5931,72,682,608,64,7.40%,7.80%,0.119,0.291,0.276,0.335,0.395,0.341,,83,-17.7,-150.3,15.8,8.2
1981,PIT,1440,3962,55,407,384,122,7.00%,12.50%,0.112,0.282,0.257,0.311,0.369,0.308,,88,5.2,-46.3,-9.6,8.1
1926,BRO,1836,5790,40,623,568,76,8.20%,8.00%,0.096,0.283,0.263,0.328,0.358,0.325,,86,12.7,-84.9,-8.1,8.1
1956,PIT,2075,5757,110,588,546,24,6.70%,13.10%,0.123,0.28,0.257,0.307,0.38,0.306,,85,-5.4,-106.7,24.1,8.1
2008,COL,2310,6312,160,747,714,141,9.00%,19.20%,0.152,0.308,0.263,0.336,0.415,0.33,,88,15.2,-80.7,-40.3,8.1
1975,SDP,2155,6154,78,552,505,85,8.20%,12.30%,0.091,0.268,0.244,0.31,0.335,0.297,,84,-1.4,-113.5,-10,8.1
1965,WAS,2239,6078,136,591,563,30,9.40%,18.50%,0.122,0.263,0.228,0.304,0.35,0.295,,86,-1,-94.3,-13.7,8.1
1997,DET,1846,6190,176,784,743,161,9.30%,18.80%,0.157,0.296,0.258,0.332,0.415,0.329,,93,1.6,-53.2,-80.9,8
1994,KCR,1144,4391,100,574,538,140,8.60%,15.90%,0.15,0.302,0.269,0.335,0.419,0.33,,92,0.7,-43,-24.3,8
1918,PHA,1326,4771,22,412,356,83,7.20%,10.20%,0.065,0.27,0.243,0.303,0.308,0.302,,82,-7.8,-96.3,18.7,8
1994,BOS,1202,4446,120,552,523,81,9.10%,16.30%,0.157,0.293,0.263,0.334,0.421,0.329,,89,-0.4,-64.8,-5.7,8
1955,KCA,2017,5915,121,638,592,22,7.80%,12.10%,0.121,0.281,0.261,0.321,0.382,0.317,,85,-5.4,-118,-11.7,8
2020,CHC,908,2214,74,265,248,24,10.30%,25.70%,0.167,0.27,0.22,0.318,0.387,0.309,,92,4.7,-18.2,2,7.9
1981,ATL,1507,4056,64,395,366,98,7.90%,13.30%,0.105,0.269,0.243,0.306,0.349,0.3,,82,5.3,-76.9,19.1,7.9
1984,MIL,1636,6057,96,641,598,52,7.10%,11.10%,0.107,0.282,0.262,0.317,0.37,0.309,,93,-12.5,-64.2,-53.4,7.9
1994,CAL,1223,4443,120,543,518,65,9.00%,16.10%,0.145,0.294,0.264,0.334,0.409,0.327,,91,-10.7,-65.6,-5.7,7.9
1907,NYH,1520,5530,15,605,497,206,5.50%,,0.065,,0.249,0.299,0.315,0.303,,89,7.6,-51.2,-62.7,7.9
1915,CLE,1717,5737,20,539,456,138,8.50%,11.90%,0.077,0.275,0.24,0.312,0.317,0.309,,84,-18,-121.1,-0.4,7.9
1985,SFG,2181,6063,115,556,517,99,8.00%,15.90%,0.115,0.263,0.233,0.299,0.348,0.29,,84,-3.8,-116.4,-6.3,7.9
1932,SLB,1695,6064,67,735,684,69,8.40%,8.70%,0.113,0.296,0.276,0.339,0.388,0.334,,83,-15,-159.3,21.8,7.8
1948,SLB,1951,6013,63,671,625,63,9.60%,9.50%,0.106,0.294,0.271,0.345,0.378,0.341,,87,-8.5,-109.2,-14.8,7.8
1917,CHC,1753,5775,17,552,458,127,7.20%,10.40%,0.074,0.268,0.239,0.299,0.313,0.3,,85,-3.1,-89.5,-25.6,7.8
1908,PHA,1580,5656,21,487,392,116,6.50%,,0.068,,0.223,0.281,0.292,0.283,,85,-8.5,-90.8,-19.5,7.8
2004,PIT,2330,6115,142,680,648,63,6.80%,17.40%,0.141,0.298,0.26,0.321,0.401,0.314,,85,-8.6,-128.7,2.5,7.8
2018,KCR,2184,6063,155,638,606,117,7.00%,21.60%,0.146,0.293,0.245,0.305,0.392,0.303,,87,-7.4,-98.8,-31.2,7.8
2003,ARI,2319,6261,152,717,696,76,8.50%,16.10%,0.153,0.295,0.263,0.33,0.417,0.323,,86,-10.8,-119.9,-6.9,7.7
1931,BSN,1781,5809,34,533,490,46,6.30%,7.40%,0.083,0.276,0.258,0.309,0.341,0.304,,78,8,-153.7,48.4,7.7
1912,CIN,1663,5794,21,656,565,248,8.30%,8.50%,0.083,0.28,0.256,0.323,0.339,0.321,,82,8.9,-130.5,7.2,7.7
2006,PIT,2325,6218,141,691,656,68,7.40%,19.30%,0.134,0.31,0.263,0.327,0.397,0.315,,86,-2.2,-115,-13,7.7
1929,CHW,1672,5845,37,626,568,109,7.20%,7.20%,0.095,0.286,0.268,0.325,0.363,0.319,,77,-8.7,-190.5,51,7.7
1994,TOR,1162,4462,115,566,534,79,8.70%,15.50%,0.155,0.297,0.269,0.336,0.424,0.331,,94,4.5,-30.2,-42.5,7.6
1999,MON,2385,6151,163,718,680,70,7.10%,15.30%,0.162,0.292,0.265,0.323,0.427,0.326,,86,-9,-125.4,5.4,7.6
1973,CHW,1824,6135,111,652,598,83,8.80%,15.50%,0.116,0.289,0.256,0.324,0.372,0.317,,94,-9.1,-48.9,-87.1,7.6
1992,KCR,1691,6084,75,610,568,131,7.20%,12.20%,0.108,0.282,0.256,0.315,0.364,0.309,,88,-2.4,-86.1,-35,7.6
1957,KCA,2007,5655,166,563,536,35,6.40%,13.50%,0.15,0.256,0.244,0.295,0.394,0.305,,82,-0.2,-120.7,21.5,7.6
2008,SEA,2296,6176,124,671,631,90,6.80%,14.40%,0.124,0.294,0.265,0.318,0.389,0.31,,90,-8.9,-86.1,-52.4,7.6
1940,PHA,1754,5948,105,703,648,48,9.30%,11.00%,0.125,0.283,0.262,0.334,0.387,0.333,,86,-7.5,-122.9,-13.7,7.6
1947,PHI,1848,5828,60,589,544,60,8.00%,10.20%,0.094,0.281,0.258,0.321,0.352,0.317,,79,10.9,-141.8,21.3,7.6
1952,BSN,1822,5828,110,569,530,58,8.30%,12.20%,0.111,0.251,0.233,0.301,0.343,0.304,,82,3.5,-119.8,-1.4,7.5
1985,CLE,1802,6121,116,729,689,132,8.00%,13.30%,0.12,0.291,0.265,0.324,0.385,0.317,,93,-4.2,-58.7,-70,7.5
1987,LAD,2284,6114,125,635,594,128,7.30%,15.10%,0.119,0.28,0.252,0.309,0.371,0.297,,83,-1.9,-131.3,-3.1,7.5
2011,OAK,2229,6104,114,645,612,117,8.30%,17.90%,0.125,0.283,0.244,0.311,0.369,0.301,,89,-6.5,-82.2,-49.5,7.5
1934,PHI,1731,5724,56,675,634,52,7.00%,9.30%,0.1,0.308,0.284,0.338,0.384,0.335,,80,7.9,-138.1,25.6,7.5
1965,HOU,1972,6122,97,569,523,90,8.20%,14.30%,0.103,0.265,0.237,0.305,0.34,0.29,,85,4.4,-99,-31.7,7.5
1986,ATL,2160,6069,138,615,575,93,8.90%,14.90%,0.131,0.276,0.25,0.319,0.381,0.311,,85,-12.4,-114.8,-10.9,7.4
1928,BOS,1831,5757,38,589,544,97,6.90%,8.90%,0.097,0.288,0.264,0.319,0.361,0.317,,78,-11.9,-173.2,41.6,7.4
1901,MIL,1342,5288,26,641,513,176,6.10%,,0.084,,0.261,0.314,0.345,0.314,,86,1.5,-104.1,-12,7.4
1914,CLE,1723,5801,10,538,438,167,7.80%,11.80%,0.067,0.281,0.245,0.31,0.312,0.305,,84,-40.9,-138.3,-15.7,7.4
2020,CLE,869,2247,59,248,234,25,10.60%,23.00%,0.144,0.277,0.228,0.317,0.372,0.303,,90,-1.2,-28.3,5.4,7.4
2020,STL,827,2011,51,240,231,18,10.20%,23.70%,0.137,0.29,0.234,0.323,0.371,0.306,,93,-0.7,-17.4,4.9,7.4
2000,TBD,1887,6206,162,733,692,90,9.00%,16.50%,0.142,0.287,0.257,0.329,0.399,0.321,,83,-2.4,-141.8,-2.5,7.4
1964,WAS,2142,6037,125,578,528,47,8.50%,18.60%,0.117,0.268,0.231,0.299,0.348,0.291,,80,-0.2,-139.8,48.3,7.4
1931,SLB,1704,5945,76,720,666,73,8.20%,9.70%,0.118,0.292,0.27,0.332,0.389,0.334,,84,-21.5,-151.9,9.2,7.4
1901,CLE,1284,5200,12,666,523,125,4.70%,,0.076,,0.271,0.313,0.348,0.314,,86,-8.4,-110.5,-3.6,7.4
2008,KCR,2250,6118,120,691,650,79,6.40%,16.40%,0.128,0.307,0.269,0.32,0.397,0.315,,87,-9.5,-109.1,-29.6,7.4
1937,PHI,1807,5993,103,724,668,66,8.00%,10.70%,0.118,0.295,0.273,0.334,0.391,0.336,,83,9.8,-117,-4.8,7.3
2020,BOS,884,2304,81,292,278,31,8.10%,23.70%,0.18,0.321,0.265,0.33,0.445,0.333,,105,-0.5,14,-0.3,7.3
1927,BSN,1826,5941,37,652,582,100,5.80%,6.10%,0.084,0.294,0.279,0.326,0.363,0.323,,88,15.9,-74.4,-40.7,7.3
1998,KCR,2001,6191,134,714,686,135,7.70%,15.90%,0.136,0.295,0.263,0.324,0.399,0.319,,85,5.2,-115.8,-23.4,7.3
1971,WAS,2152,5986,86,537,501,68,9.60%,16.00%,0.096,0.265,0.23,0.307,0.326,0.291,,83,-1.8,-113.6,-1.8,7.3
1941,DET,1773,6077,81,686,637,43,9.90%,9.60%,0.112,0.283,0.263,0.34,0.375,0.337,,83,-5.7,-145.3,-2.5,7.3
1972,NYM,1876,5883,105,528,490,41,10.00%,16.80%,0.107,0.257,0.225,0.307,0.332,0.293,,84,-5.1,-109.6,-24.9,7.3
1994,PHI,1515,4436,80,521,484,67,8.90%,16.00%,0.128,0.299,0.262,0.332,0.39,0.318,,87,3,-69.5,-3.9,7.3
1937,BRO,1913,5893,37,616,554,69,8.00%,9.90%,0.09,0.292,0.265,0.327,0.354,0.319,,83,10.5,-110.9,-7.8,7.3
1923,PHA,1693,5863,53,662,577,72,7.70%,8.90%,0.099,0.293,0.271,0.334,0.37,0.332,,82,1.2,-134.5,16.1,7.2
1982,TOR,1882,6067,106,651,605,118,6.80%,12.30%,0.121,0.284,0.262,0.314,0.383,0.311,,86,-8.6,-112.2,-7.5,7.2
2002,KCR,2248,6206,140,737,695,140,8.40%,14.80%,0.143,0.282,0.256,0.323,0.398,0.316,,85,10.9,-104.1,-35.1,7.2
1969,KCR,2082,6122,98,586,538,129,8.50%,14.70%,0.098,0.269,0.24,0.309,0.338,0.297,,82,1.5,-126.9,18,7.2
1952,WAS,1771,6046,50,598,555,48,9.60%,10.00%,0.086,0.262,0.239,0.317,0.326,0.305,,81,0.9,-132.2,9.8,7.2
2021,PIT,2393,5983,124,609,570,60,8.80%,22.20%,0.128,0.29,0.236,0.309,0.364,0.294,,82,-3.9,-143.4,14.1,7.2
2020,LAA,890,2308,85,294,285,21,10.40%,21.20%,0.182,0.284,0.248,0.332,0.43,0.329,,106,-3.5,14.9,-26.3,7.2
1931,DET,1669,5992,43,651,600,117,8.10%,7.80%,0.103,0.287,0.268,0.33,0.371,0.327,,82,-10.5,-160,13.4,7.2
2016,PHI,2348,5992,161,610,575,96,7.10%,23.00%,0.144,0.292,0.24,0.301,0.385,0.296,,81,0.9,-137.5,19,7.2
1994,NYM,1496,4348,117,506,477,25,7.70%,18.60%,0.144,0.285,0.25,0.316,0.394,0.31,,86,-6.3,-85.9,13.5,7.2
1982,SEA,1730,6181,130,651,614,131,7.40%,13.00%,0.127,0.275,0.254,0.311,0.381,0.31,,86,-6,-106.9,-18.1,7.2
1975,CAL,1782,6142,55,628,572,220,9.70%,13.20%,0.082,0.278,0.246,0.322,0.328,0.303,,91,3.2,-58.3,-73.9,7.1
2020,KCR,940,2200,68,248,237,49,7.80%,24.00%,0.158,0.297,0.244,0.309,0.402,0.308,,90,3.1,-23.2,-0.8,7.1
1943,NYG,1830,5896,81,559,518,35,8.10%,7.90%,0.087,0.259,0.247,0.313,0.335,0.314,,85,4.6,-91.3,-17.3,7.1
1942,DET,1728,5927,76,589,547,39,8.60%,8.00%,0.097,0.259,0.246,0.314,0.344,0.316,,79,-10.1,-155.8,22.9,7.1
1938,PHA,1699,5934,98,726,686,65,10.20%,9.90%,0.126,0.289,0.27,0.348,0.396,0.346,,86,-12.7,-135.5,-17.4,7.1
1924,PHA,1694,5767,63,683,608,77,6.70%,8.30%,0.107,0.301,0.281,0.336,0.389,0.339,,82,-0.1,-141.7,9.8,7.1
1988,BAL,1706,5979,137,550,517,69,8.40%,14.50%,0.121,0.259,0.238,0.305,0.359,0.3,,88,-7.4,-89,-40.4,7.1
1936,BRO,1936,6068,33,662,596,55,6.40%,7.50%,0.08,0.292,0.272,0.323,0.353,0.316,,81,8.4,-135.3,5.8,7
1933,CLE,1678,5806,50,654,611,36,7.70%,7.40%,0.1,0.276,0.26,0.321,0.36,0.319,,78,-10.3,-178.1,40.7,7
1918,PHI,1315,4677,25,430,376,97,7.40%,8.60%,0.069,0.265,0.244,0.305,0.313,0.305,,83,-4.2,-83.4,4.3,7
1982,NYM,2207,6108,97,609,568,137,7.50%,16.50%,0.103,0.283,0.247,0.305,0.35,0.294,,84,5,-106.5,-33.1,7
1949,CHC,1869,5723,97,593,539,53,6.90%,10.00%,0.117,0.273,0.256,0.312,0.373,0.321,,82,9.5,-120.5,4.2,6.9
1976,SFG,2148,6123,85,595,552,88,8.50%,12.70%,0.099,0.271,0.246,0.312,0.345,0.304,,85,-4.3,-104.2,-33.8,6.9
1978,SEA,1724,6031,97,614,571,123,8.70%,11.60%,0.111,0.267,0.248,0.314,0.359,0.307,,88,7.3,-72.9,-58,6.9
1995,PIT,2018,5501,125,629,587,84,8.30%,17.70%,0.137,0.298,0.259,0.323,0.396,0.317,,86,-8.5,-106.9,-9.3,6.9
1999,TBD,1833,6272,145,772,728,73,8.70%,16.60%,0.137,0.312,0.274,0.343,0.411,0.333,,92,-7.5,-75,-71.2,6.8
2022,OAK,2394,5863,137,568,537,78,7.40%,23.70%,0.13,0.264,0.216,0.281,0.346,0.277,,84,1.4,-105,-16.8,6.8
1917,PIT,1689,5788,9,464,396,150,6.90%,10.00%,0.06,0.267,0.238,0.298,0.298,0.293,,82,0.3,-107,-15.4,6.8
1986,MIL,1616,6126,127,667,625,100,8.70%,16.10%,0.13,0.288,0.255,0.321,0.385,0.316,,91,-0.5,-64.7,-73.9,6.8
2022,COL,2265,6105,149,698,669,45,7.40%,21.80%,0.144,0.307,0.254,0.315,0.398,0.312,,86,-2.6,-102,-38.8,6.8
1980,TOR,1820,6149,126,624,580,67,7.30%,13.20%,0.132,0.273,0.251,0.309,0.383,0.31,,84,-15.8,-129.3,-8.1,6.8
1950,CIN,1811,5845,99,654,617,37,8.60%,8.50%,0.116,0.272,0.26,0.327,0.376,0.326,,82,5.8,-129,11,6.8
1969,CAL,2128,5980,88,528,480,54,8.60%,15.50%,0.089,0.261,0.23,0.3,0.319,0.283,,77,-1.9,-162.9,57.4,6.8
2022,PIT,2340,5912,158,591,555,90,8.00%,25.30%,0.141,0.277,0.222,0.291,0.364,0.289,,84,6.9,-101.6,-33.1,6.7
1993,FLA,2128,6127,94,581,542,117,8.10%,17.20%,0.099,0.289,0.248,0.314,0.346,0.298,,79,1.5,-161.8,13.1,6.7
1993,CAL,1706,6089,114,684,644,169,9.30%,15.30%,0.12,0.293,0.26,0.331,0.38,0.319,,92,-6.5,-66.5,-59.6,6.7
2011,PIT,2444,6064,107,610,580,108,8.10%,21.60%,0.123,0.301,0.244,0.309,0.368,0.299,,88,-15.2,-103.1,-17.8,6.7
2001,PIT,2199,6027,161,657,618,93,7.70%,18.40%,0.146,0.281,0.247,0.313,0.393,0.306,,80,-13.3,-167.4,38.4,6.7
1954,BAL,1857,5837,52,483,451,30,8.00%,10.90%,0.086,0.275,0.251,0.313,0.338,0.303,,83,-2.1,-114.5,-0.8,6.7
2019,KCR,2269,6080,162,691,655,117,7.50%,23.10%,0.154,0.301,0.247,0.309,0.401,0.302,,84,-1.7,-126.2,-24.7,6.7
1951,CHC,1925,5862,103,614,572,63,8.10%,11.00%,0.114,0.269,0.25,0.315,0.364,0.316,,80,4.6,-143.9,12.5,6.6
2021,BAL,2376,5983,195,659,632,54,7.50%,24.30%,0.163,0.29,0.239,0.304,0.402,0.305,,91,-6.2,-75.5,-62,6.6
1925,PHI,1854,6035,100,812,731,48,7.60%,9.00%,0.13,0.314,0.295,0.354,0.425,0.359,,88,-3.3,-103,-36,6.6
1974,DET,1738,6107,131,620,579,67,7.10%,12.80%,0.119,0.265,0.247,0.303,0.366,0.307,,87,0,-88.6,-45.3,6.5
1963,KCA,2004,6172,95,615,582,47,8.60%,13.40%,0.107,0.273,0.247,0.313,0.353,0.299,,82,1.6,-123.8,20.6,6.5
1946,PHA,1789,5796,40,529,483,39,8.30%,10.30%,0.085,0.28,0.253,0.318,0.338,0.313,,82,-6.4,-124.8,-10.2,6.5
1997,PIT,2211,6201,129,725,686,160,7.80%,18.70%,0.142,0.308,0.262,0.329,0.404,0.324,,89,10.9,-78.3,-51.3,6.5
1927,CLE,1696,5843,26,669,616,65,6.50%,6.30%,0.096,0.301,0.283,0.337,0.379,0.336,,84,-22,-149.9,7.4,6.5
1920,PHI,1677,5742,64,565,483,100,4.90%,9.20%,0.1,0.283,0.263,0.305,0.364,0.315,,79,2,-130,10.1,6.5
1996,KCR,1753,6229,123,746,689,195,8.50%,15.10%,0.132,0.299,0.267,0.332,0.398,0.322,,83,-0.8,-148.3,-19.7,6.4
1953,CHC,1946,5873,137,633,588,49,8.80%,12.70%,0.138,0.281,0.26,0.328,0.399,0.331,,86,6,-101.7,-22.1,6.4
1935,BSN,1775,5761,75,575,544,20,6.10%,7.60%,0.099,0.275,0.263,0.311,0.362,0.312,,86,2.3,-97.2,-34.2,6.4
2001,TBD,1750,6104,121,672,645,115,7.50%,18.30%,0.13,0.303,0.258,0.32,0.388,0.309,,86,0.1,-105.1,-41,6.4
1997,TOR,1834,6109,147,654,627,134,8.00%,18.60%,0.146,0.28,0.244,0.31,0.389,0.308,,81,5.6,-146,-4.2,6.3
1931,PHI,1763,5935,81,684,649,42,7.40%,8.30%,0.12,0.296,0.279,0.336,0.4,0.34,,85,7.2,-106.8,-15,6.3
1968,WAS,2121,5971,124,524,489,29,7.60%,16.10%,0.112,0.249,0.224,0.287,0.336,0.286,,91,-0.3,-52.7,-59.5,6.3
1957,CHC,2045,5947,147,628,590,28,7.80%,16.60%,0.135,0.273,0.244,0.305,0.38,0.306,,84,-0.4,-118.9,3.3,6.3
2008,PIT,2340,6278,153,735,705,57,7.60%,16.50%,0.145,0.29,0.258,0.32,0.403,0.317,,89,0.1,-89.2,-48.6,6.3
1968,HOU,1941,5994,66,510,473,44,8.00%,16.50%,0.086,0.27,0.231,0.298,0.317,0.281,,87,-7.8,-85.1,-73.3,6.3
2020,PHI,875,2223,82,306,289,35,10.30%,21.60%,0.183,0.299,0.257,0.342,0.439,0.336,,108,3.3,27,-22.1,6.3
1946,SLB,1885,5920,84,621,576,23,7.80%,12.00%,0.105,0.277,0.251,0.313,0.356,0.318,,81,-11.4,-140.5,-0.3,6.2
1930,CHW,1825,5992,63,729,679,74,6.50%,8.00%,0.116,0.294,0.276,0.329,0.392,0.327,,84,-4.9,-144.4,-10.8,6.2
1943,BSN,1659,5773,39,465,433,56,8.00%,10.40%,0.075,0.258,0.233,0.298,0.309,0.295,,75,9,-152.1,47.1,6.2
1927,SLB,1745,5900,55,724,657,90,7.60%,7.10%,0.105,0.292,0.276,0.339,0.381,0.338,,82,-14.5,-155.5,8.3,6.2
1906,DET,1438,5474,10,517,404,206,6.10%,,0.063,,0.242,0.295,0.306,0.296,,87,6.1,-67.7,-61.1,6.2
1938,SLB,1722,6048,92,755,713,51,9.70%,8.70%,0.116,0.298,0.281,0.355,0.397,0.351,,85,-9.9,-145.7,-21,6.2
1994,COL,1604,4493,125,573,540,91,8.40%,16.90%,0.165,0.308,0.274,0.337,0.439,0.337,,87,-5.1,-81.3,-5.8,6.2
1923,BSN,1800,5957,32,636,569,57,7.20%,6.80%,0.08,0.291,0.273,0.331,0.353,0.324,,84,-9.1,-131.7,-13,6.1
1901,BSN,1310,5218,28,533,449,158,5.80%,,0.061,,0.249,0.298,0.31,0.293,,75,-1.6,-175.6,44.7,6.1
1980,CHW,1912,6001,91,587,547,68,6.60%,11.20%,0.111,0.278,0.259,0.311,0.37,0.305,,86,-8.5,-108.6,-31.8,6.1
1974,NYM,2041,6226,96,572,538,43,9.60%,11.80%,0.094,0.254,0.235,0.311,0.329,0.297,,85,1.1,-107.1,-35.8,6.1
2022,WSN,2347,5998,136,603,579,75,7.40%,20.40%,0.129,0.295,0.249,0.31,0.377,0.303,,93,-25.2,-75.4,-68.5,6.1
1971,SDP,2031,5935,96,486,447,70,7.40%,16.30%,0.1,0.267,0.233,0.293,0.332,0.286,,81,-1.4,-124.4,-14,6.1
1948,CIN,1884,5699,104,588,548,42,8.40%,10.20%,0.118,0.262,0.247,0.313,0.365,0.319,,82,6.2,-122.6,-3.3,6.1
1992,LAD,2296,6038,72,548,499,142,8.30%,14.90%,0.09,0.284,0.248,0.313,0.339,0.298,,90,-3,-72.2,-65,6.1
1945,PHA,1717,5862,33,494,439,25,7.70%,7.80%,0.071,0.263,0.245,0.306,0.316,0.301,,79,-15.4,-153.1,29.6,6
1956,BAL,1988,5788,91,571,515,39,9.70%,12.50%,0.106,0.267,0.244,0.32,0.35,0.305,,84,-5.8,-126.1,-9.9,6
1982,CIN,2169,6100,82,545,496,131,7.70%,13.40%,0.099,0.28,0.251,0.31,0.35,0.297,,82,-0.9,-125.8,-21.9,6
1956,WAS,1999,6043,112,652,612,37,11.40%,14.50%,0.126,0.28,0.25,0.341,0.377,0.325,,90,-2.5,-77.3,-68.7,6
1930,SLB,1672,5946,75,751,691,93,8.40%,9.20%,0.123,0.288,0.268,0.333,0.391,0.329,,79,-16.8,-194.5,32.4,6
1936,PHI,1817,6040,103,726,682,50,7.50%,9.70%,0.119,0.3,0.281,0.339,0.401,0.342,,84,7.4,-112.9,-24.2,6
2018,SFG,2412,6113,133,603,573,77,7.30%,24.00%,0.129,0.299,0.239,0.3,0.368,0.29,,82,-2.9,-140.4,9.4,6
1976,CHC,2169,6155,105,611,559,74,8.00%,13.50%,0.105,0.277,0.251,0.313,0.356,0.308,,83,-14.2,-133.8,-12,5.9
1933,CIN,1708,5653,34,496,455,30,6.20%,6.30%,0.074,0.259,0.246,0.298,0.32,0.292,,78,5,-138.5,28.6,5.9
1939,PHA,1852,5965,98,711,667,60,8.40%,8.90%,0.129,0.286,0.271,0.336,0.4,0.34,,86,-5.3,-121.5,-33.9,5.9
1966,NYM,2157,5951,98,587,534,55,7.50%,16.70%,0.103,0.276,0.239,0.301,0.342,0.287,,81,-3.5,-138.8,-8.7,5.9
1977,CHC,2198,6286,111,692,649,64,8.50%,12.70%,0.121,0.29,0.266,0.33,0.387,0.318,,83,-0.8,-134.6,-11.8,5.9
1918,BRO,1260,4578,10,360,303,113,4.60%,7.10%,0.065,0.269,0.25,0.291,0.315,0.297,,82,0.4,-83.2,-2.5,5.9
